Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
No,202,ANDROID,7350,1,1,Social media,73,6349,0,Yes,13,No,4,1,6
No,405,iOS,32480,20,4,Financial,31,4869,3,No,12,No,4,0,20
No,322,iOS and Android,35035,1,3,Financial,43,9985,8,No,16,No,1,1,10
No,,iOS and Android,19215,1,4,Other,75,3697,9,No,14,No,1,2,12
No,300,iOS and Android,39340,1,2,,57,7457,2,Yes,22,Yes,3,3,6
Yes,217,iOS and Android,11130,1,4,Other,77,2119,1,,11,No,4,0,7
No,217,iOS and Android,25830,1,5,Other,,3983,0,No,17,No,3,0,4
No,225,,19950,1,3,Social media,,6118,1,No,13,No,3,3,10
No,202,iOS and Android,39550,1,4,Social media,56,6214,1,No,18,No,1,1,8
No,277,iOS and Android,41720,1,2,Medical,61,6347,7,No,16,No,3,2,8
No,285,iOS and Android,12005,15,2,Financial,92,11510,0,Yes,14,No,2,1,12
No,232,iOS and Android,,1,4,Medical,39,7143,1,Yes,14,No,3,0,11
No,217,iOS and Android,,10,1,Social media,39,8268,1,Yes,14,No,1,2,7
No,262,iOS and Android,45360,1,4,Entertainment,62,8095,0,No,13,No,4,0,17
No,,iOS and Android,45815,26,1,Financial,83,2904,1,No,12,No,3,2,4
No,307,iOS and Android,,1,Three,Medical,95,6032,6,Yes,15,No,4,0,8
No,352,iOS,,1,1,Medical,99,2976,3,No,19,No,1,0,5
No,,iOS and Android,,23,5,Financial,44,15992,2,No,14,No,2,0,16
No,217,ANDROID,26110,1,3,Financial,61,4649,1,No,14,No,1,1,4
No,,iOS and Android,19040,1,1,Entertainment,52,2696,0,Yes,11,No,3,1,4
No,240,iOS and Android,37170,1,3,Medical,75,2370,1,No,13,No,3,1,8
No,360,iOS and Android,18550,29,1,Medical,91,12504,3,No,21,Yes,2,1,15
No,277,iOS and Android,46165,1,3,Medical,51,5974,4,Yes,13,No,1,2,13
No,225,ANDROID,22435,25,2,Entertainment,85,4736,7,Yes,12,No,2,1,4
No,195,iOS and Android,32655,1,3,Financial,57,5296,1,No,17,No,2,1,8
No,,iOS and Android,46620,1,4,Other,98,6781,3,No,23,Yes,2,0,14
Yes,157,iOS,26460,1,1,Entertainment,99,2174,1,Yes,11,No,3,0,3
No,270,ANDROID,29575,1,5,Medical,45,6653,4,No,15,No,2,0,7
No,270,iOS,18935,1,4,Medical,48,9699,4,No,11,No,1,1,16
No,427,iOS and Android,,1,4,Medical,88,6755,2,,11,No,3,0,15
No,300,iOS and Android,40985,10,4,Financial,46,2213,3,Yes,13,No,3,1,10
No,157,ANDROID,31325,1,2,Medical,39,2610,1,No,24,Yes,3,0,3
Yes,247,iOS and Android,12250,1,3,Social media,34,2851,1,Yes,13,No,2,0,1
No,277,iOS and Android,32235,10,3,Medical,98,3452,6,No,20,Yes,2,1,17
No,345,ANDROID,40040,1,4,Medical,3,5258,2,No,14,No,3,0,7
Yes,307,iOS,5005,1,3,Social media,56,9355,1,No,18,No,3,0,8
No,375,iOS and Android,36610,10,3,Entertainment,100,10496,6,No,15,No,4,0,20
Yes,300,iOS and Android,20125,22,2,Social media,68,6380,2,Yes,12,No,1,2,8
No,232,iOS and Android,,1,4,Financial,42,2657,0,Yes,16,No,4,0,3
Yes,157,iOS and Android,5460,12,3,Financial,90,2716,1,No,15,No,4,0,1
No,217,iOS and Android,44905,23,Three,Financial,54,2201,9,No,16,No,4,0,6
No,262,,26425,1,4,Financial,97,6540,9,No,19,No,3,0,10
No,202,iOS and Android,51415,1,2,Medical,82,3816,1,No,11,No,2,1,5
No,210,iOS and Android,10640,1,4,Financial,92,5253,1,No,16,No,4,0,7
No,367,iOS and Android,44135,1,3,Other,31,10965,8,No,24,Yes,3,0,26
No,382,iOS and Android,41230,14,2,Financial,87,4936,4,No,11,No,3,1,18
No,270,iOS and Android,11515,1,3,Financial,96,2543,4,No,13,No,2,1,6
Yes,255,ANDROID,47670,19,3,Social media,67,5304,8,Yes,13,No,2,0,9
No,412,iOS and Android,45885,1,3,Financial,97,16659,2,Yes,13,No,3,0,30
No,180,iOS and Android,47985,10,4,Social media,77,4260,1,Yes,12,No,4,1,5
No,225,iOS and Android,7070,1,1,Entertainment,72,2476,1,No,18,No,1,1,1
Yes,195,iOS,20125,1,1,Entertainment,73,3102,0,No,22,Yes,3,0,7
No,165,iOS and Android,8855,11,3,Medical,43,2244,1,No,13,No,4,1,2
No,270,iOS and Android,5740,1,2,Medical,61,7596,1,No,13,No,2,2,10
Yes,225,iOS,16240,1,3,Entertainment,,2285,9,Yes,23,Yes,3,0,3
No,277,iOS and Android,38745,14,3,Financial,,3034,1,No,12,No,3,1,18
No,300,iOS and Android,26565,1,2,Social media,46,5715,7,No,12,No,3,2,8
No,,iOS and Android,7035,1,4,Financial,95,2576,3,No,16,No,2,1,8
No,277,iOS and Android,45675,10,4,Financial,49,4197,2,Yes,12,No,4,0,18
No,322,iOS and Android,34370,12,3,Financial,59,14336,1,No,11,No,3,1,25
No,300,iOS and Android,19425,1,3,Medical,78,3448,6,No,22,Yes,2,1,20
No,405,iOS and Android,28735,1,2,Medical,86,19406,4,No,11,No,3,1,24
No,255,ANDROID,48335,1,4,Social media,72,6538,9,No,15,No,1,1,6
No,232,iOS and Android,16800,1,2,Medical,31,4306,1,No,12,No,2,1,13
No,322,iOS,10955,21,3,Medical,61,2258,7,No,20,Yes,1,1,8
No,322,iOS and Android,51555,1,4,Other,74,4522,4,Yes,14,No,4,0,8
No,187,iOS and Android,31185,1,2,Financial,99,4487,1,Yes,11,No,2,0,5
No,277,ANDROID,37205,25,5,Medical,72,4449,3,Yes,15,No,1,2,15
No,232,iOS and Android,11515,1,2,Financial,98,2218,1,No,12,No,3,1,4
No,292,iOS,42630,1,1,Financial,52,19197,1,Yes,14,No,3,1,21
No,,iOS,31710,1,3,Financial,86,13212,9,No,11,No,4,3,36
No,225,iOS and Android,37870,12,3,Entertainment,83,6577,0,No,11,No,2,0,6
No,307,iOS and Android,22575,1,3,Social media,49,8392,1,No,16,No,3,1,10
No,210,iOS and Android,45500,17,2,Medical,79,4558,1,No,12,No,4,1,10
Yes,187,iOS and Android,24080,1,3,Medical,91,4031,5,No,13,No,3,1,6
No,,iOS and Android,11165,1,3,Medical,39,7969,2,Yes,14,No,3,0,28
No,,iOS and Android,6720,10,2,,69,2654,3,No,21,Yes,4,2,8
No,,iOS and Android,52150,1,2,Financial,3,16555,2,,13,No,4,0,31
No,,,18620,29,2,Financial,92,4556,2,No,11,No,2,1,19
No,225,iOS and Android,11095,1,3,Financial,43,6091,2,No,20,Yes,3,0,11
No,450,iOS and Android,14770,1,3,Financial,41,19566,5,No,11,No,4,0,33
No,345,iOS and Android,51975,18,3,Medical,87,4810,2,No,14,No,3,1,19
No,,iOS,47880,28,4,Entertainment,88,4523,0,No,11,No,4,3,7
Yes,180,iOS and Android,50680,1,1,Entertainment,62,3202,1,Yes,16,No,2,0,6
Yes,255,iOS,10360,1,2,Social media,33,2351,0,No,16,No,4,1,3
No,285,iOS,52150,1,2,Financial,42,1702,1,Yes,23,Yes,3,1,1
No,300,iOS and Android,48930,1,4,Financial,79,18041,0,No,14,No,4,0,21
No,195,iOS and Android,47215,23,3,Financial,90,2886,1,No,22,Yes,2,2,3
No,225,ANDROID,49000,1,3,Financial,53,2097,4,No,15,No,3,1,9
No,217,iOS and Android,34510,1,4,Medical,93,11935,1,No,18,No,3,0,10
Yes,217,iOS and Android,,25,5,Entertainment,71,2546,5,No,16,No,2,0,6
Yes,,iOS and Android,,1,2,Entertainment,52,2564,1,No,12,No,3,0,1
No,225,ANDROID,48930,22,4,Other,69,8412,0,No,11,No,3,0,10
No,427,iOS and Android,7350,29,3,Social media,56,14118,3,No,12,No,3,1,32
No,375,iOS and Android,38465,29,4,Financial,88,17046,0,No,15,No,2,1,28
No,225,ANDROID,39060,1,3,Medical,49,2564,0,No,14,No,3,0,12
No,450,iOS,152465,28,3,Social media,80,10266,4,No,19,No,4,0,22
No,352,iOS and Android,34405,1,2,Medical,65,5070,5,No,13,No,3,3,20
No,345,iOS and Android,35315,1,3,Financial,51,17861,6,No,13,No,3,0,26
No,262,iOS and Android,,22,3,Financial,46,4230,0,No,15,No,3,0,6
No,405,iOS and Android,19180,1,4,Financial,42,3780,7,No,11,No,3,0,19
No,255,iOS and Android,45605,1,4,Financial,62,2768,3,No,12,No,3,1,14
No,345,iOS and Android,39375,10,3,Social media,,9071,2,Yes,19,No,3,1,15
No,232,iOS and Android,44590,1,1,Financial,,10648,1,No,25,Yes,4,1,13
Yes,247,iOS and Android,44695,15,1,Medical,56,13610,7,Yes,12,No,4,0,15
Yes,247,iOS and Android,20545,10,1,Medical,38,3408,7,No,13,No,1,3,8
No,225,iOS and Android,14455,1,1,Social media,57,2983,0,No,14,No,1,0,4
No,262,iOS and Android,44660,16,3,Financial,72,7632,4,Yes,12,No,3,0,10
Yes,232,iOS,18690,20,3,Financial,66,9824,3,No,12,No,1,0,12
Yes,255,iOS,34580,23,3,Tour and Travel,43,9950,9,Yes,15,No,3,3,11
No,,iOS,51590,1,2,Other,97,2093,4,No,17,No,4,1,8
No,270,ANDROID,22225,10,4,Medical,32,9980,1,No,14,No,4,0,10
Yes,165,iOS,47880,1,1,Entertainment,99,3894,5,No,16,No,3,0,4
No,360,iOS and Android,5705,1,5,Social media,37,4051,2,No,14,No,1,1,14
No,412,iOS and Android,39095,18,5,Financial,83,16835,3,No,23,Yes,4,0,37
No,307,ANDROID,9345,10,2,Financial,56,6230,7,No,14,No,4,0,16
No,262,iOS and Android,21665,,3,Social media,85,4717,9,No,11,No,3,0,15
No,300,iOS and Android,10570,1,3,Financial,75,13237,7,No,15,No,3,0,22
No,292,iOS,15505,1,1,Financial,48,3755,1,No,11,No,1,1,8
No,232,iOS and Android,28980,1,1,Financial,77,6582,4,Yes,13,No,3,0,10
No,,iOS and Android,11165,24,3,Medical,56,7406,1,Yes,21,Yes,4,1,10
No,,iOS and Android,19635,1,3,Other,61,4805,0,No,19,No,2,1,9
Yes,195,iOS,14910,17,4,Financial,58,2741,0,Yes,11,No,2,1,8
No,217,iOS and Android,8120,19,3,Entertainment,34,4262,4,No,12,No,2,2,8
No,247,,32270,1,5,Medical,95,16184,4,No,19,No,3,1,10
No,232,iOS and Android,24080,1,3,Financial,44,11557,9,,21,Yes,3,1,10
Yes,35,iOS,45710,1,3,Social media,69,1878,1,Yes,14,No,4,0,0
No,300,ANDROID,38290,28,3,Other,58,10932,3,No,15,No,3,1,20
No,307,ANDROID,,1,4,Other,62,6811,2,Yes,17,No,1,0,10
No,195,iOS and Android,27125,29,2,Medical,45,4306,5,No,12,No,1,2,8
No,262,iOS and Android,6825,1,3,Medical,80,4859,1,No,16,No,4,0,5
No,255,iOS and Android,9030,21,4,Financial,74,5337,1,No,12,No,4,0,10
Yes,195,iOS and Android,16485,24,3,Entertainment,66,2340,1,Yes,18,No,2,0,1
No,277,iOS and Android,27965,1,3,Entertainment,59,7491,4,No,17,No,4,0,12
No,345,iOS,36190,18,1,Medical,86,10527,5,No,11,No,4,0,28
No,307,iOS and Android,44660,1,5,Financial,91,16595,7,No,16,No,2,1,22
No,277,ANDROID,4970,1,4,Medical,69,8834,1,No,13,No,4,1,9
No,,iOS and Android,33460,1,2,Entertainment,78,5577,3,Yes,12,No,2,2,18
Yes,240,ANDROID,51590,11,4,Other,60,4707,8,No,12,No,4,0,6
No,180,iOS,18725,24,3,Medical,38,2400,0,No,13,No,3,2,3
No,285,iOS and Android,52325,10,3,Medical,76,9824,3,No,19,No,3,1,18
No,277,iOS and Android,15610,1,4,Financial,65,6447,6,No,12,No,2,1,8
No,367,iOS and Android,43575,18,4,Financial,58,19502,1,Yes,17,No,3,1,31
No,180,iOS and Android,24185,23,3,Medical,89,2725,1,Yes,11,No,2,2,6
No,195,iOS and Android,24605,28,2,Social media,66,6272,1,No,20,Yes,4,2,6
No,180,iOS and Android,28805,17,2,Other,94,2127,1,No,21,Yes,4,1,1
No,375,iOS,43610,1,3,Medical,99,18200,1,No,11,No,3,1,32
No,187,iOS and Android,21770,13,1,Medical,40,2096,1,No,11,No,3,0,7
Yes,180,iOS,45045,1,3,Financial,55,2886,1,Yes,16,No,4,1,6
Yes,225,iOS,15680,12,4,Financial,74,2033,1,No,18,No,3,1,1
No,255,iOS and Android,8890,1,2,Financial,,3622,1,Yes,13,No,4,1,6
Yes,232,iOS and Android,47775,13,4,Medical,,4233,2,No,17,No,3,0,9
No,262,iOS and Android,18830,25,2,Other,54,3681,4,No,14,No,4,0,9
No,232,iOS and Android,18375,1,4,Medical,66,5460,4,No,22,Yes,4,2,13
No,202,iOS and Android,27930,1,4,Medical,66,2187,0,No,12,No,3,2,6
No,277,iOS and Android,19530,1,3,Social media,75,9602,4,Yes,11,No,3,1,17
No,150,iOS and Android,,1,3,Financial,83,2836,1,No,13,No,4,0,1
No,,iOS and Android,21770,1,4,Financial,81,4089,1,No,13,No,2,2,10
No,322,iOS and Android,27370,1,4,Other,50,16627,4,Yes,14,No,3,1,21
No,285,iOS and Android,12670,1,1,Financial,43,2619,3,No,17,No,4,0,8
No,322,iOS,35035,1,5,Medical,72,5679,3,Yes,13,No,2,1,10
No,360,iOS and Android,43260,1,4,Financial,40,15402,7,No,11,No,1,1,21
No,330,,38920,1,4,Financial,50,5985,4,No,11,No,2,0,10
No,255,iOS and Android,7140,14,3,Movie,31,2579,1,Yes,18,No,4,2,8
Yes,202,iOS and Android,49700,1,1,Social media,85,3041,0,No,11,No,2,1,5
No,157,iOS and Android,47005,22,1,Movie,49,3447,1,No,11,No,3,0,3
No,330,iOS and Android,46025,1,4,Other,35,19513,4,Yes,12,No,1,1,26
No,165,iOS and Android,21140,1,1,Medical,69,2773,0,No,20,Yes,4,0,3
No,247,iOS and Android,42560,1,4,Social media,39,7104,0,No,12,No,4,0,6
No,240,iOS and Android,22610,1,4,Financial,92,6322,1,Yes,12,No,4,1,6
No,225,iOS,,1,3,Medical,71,2083,1,No,20,Yes,3,1,1
No,397,iOS and Android,8330,1,1,Medical,34,8381,7,No,20,Yes,4,0,18
No,255,iOS and Android,48895,1,5,,42,2691,1,No,12,No,4,1,10
Yes,,iOS,10710,26,4,Financial,100,4286,2,,14,No,4,2,5
No,195,iOS and Android,34685,1,3,Financial,,2659,1,Yes,13,No,3,1,3
No,277,iOS and Android,16870,1,3,Game,,9434,1,No,15,No,3,1,10
No,217,iOS and Android,41160,1,2,Medical,62,5561,1,No,14,No,1,1,6
No,262,iOS and Android,35595,1,4,Financial,82,6646,1,No,13,No,2,0,17
No,247,iOS,45360,1,3,Financial,3,7725,3,No,23,Yes,3,1,15
No,405,iOS and Android,,19,4,Medical,88,10725,2,No,15,No,3,1,16
No,270,iOS and Android,,1,2,Medical,48,8847,2,Yes,11,No,3,1,13
No,202,iOS and Android,39025,1,4,Medical,54,2045,0,No,13,No,4,0,5
Yes,150,iOS and Android,47670,10,1,Medical,32,1009,1,Yes,11,No,4,0,1
Yes,247,iOS,37660,1,3,Financial,70,3348,1,Yes,11,No,1,0,10
No,262,ANDROID,25445,1,3,Financial,41,1281,1,No,18,No,3,2,1
No,,iOS and Android,30975,1,3,Medical,58,2819,2,No,16,No,1,1,5
No,187,iOS and Android,,1,3,Financial,57,4851,0,No,22,Yes,3,1,4
No,285,iOS and Android,8505,1,4,Social media,46,4028,0,No,20,Yes,1,0,8
No,217,iOS,28210,1,4,Financial,76,2720,1,No,18,No,4,1,10
No,360,iOS and Android,28595,1,1,Social media,56,8120,3,No,12,No,4,0,12
No,202,iOS,49350,1,1,Medical,71,4647,1,Yes,20,Yes,2,2,6
No,277,iOS and Android,42875,10,2,Financial,80,4680,3,No,17,No,1,0,4
No,375,iOS and Android,42245,28,1,Medical,74,3221,1,Yes,11,No,3,3,20
No,255,iOS and Android,50470,1,3,Medical,46,8621,1,No,14,No,2,0,9
Yes,180,iOS and Android,24255,1,2,Financial,65,4577,9,No,14,No,1,0,4
No,292,iOS and Android,,1,4,Movie,80,4553,1,No,11,No,1,0,20
No,240,iOS and Android,32515,10,3,Social media,55,5396,1,No,12,No,4,0,10
Yes,375,iOS,19670,1,2,Movie,50,6796,3,Yes,14,No,1,1,18
No,285,iOS and Android,28945,1,4,Financial,,7625,0,No,13,No,3,0,10
No,202,iOS and Android,21280,1,2,Financial,,7412,1,No,11,No,4,0,9
No,240,,35630,1,2,Financial,39,11159,3,No,15,No,4,0,10
No,352,iOS and Android,24605,14,4,Social media,42,4960,2,No,12,No,4,0,20
No,300,iOS,20300,1,4,Financial,48,10475,5,Yes,21,Yes,3,1,20
No,397,iOS and Android,33950,1,3,Financial,59,14814,3,No,19,No,3,0,32
No,307,iOS and Android,14945,10,4,Tour and Travel,73,19141,3,No,15,No,2,3,23
No,450,iOS and Android,41265,16,4,Social media,84,5405,8,No,14,No,4,0,10
No,202,iOS,10290,10,2,Financial,32,8793,1,No,21,Yes,3,2,9
No,307,iOS and Android,10990,1,3,Tour and Travel,59,19189,1,No,12,No,2,1,22
No,375,iOS and Android,11060,1,4,Social media,54,3875,7,No,15,No,4,1,4
Yes,210,iOS and Android,22890,1,2,Financial,67,2216,7,Yes,13,No,4,0,10
No,270,ANDROID,14945,1,3,Financial,63,11713,9,No,14,No,1,1,10
No,285,iOS and Android,5880,1,3,Financial,81,7861,4,Yes,14,No,4,0,10
No,330,ANDROID,13335,24,3,Medical,49,3708,2,No,14,No,3,0,9
No,352,iOS,7595,1,3,Medical,49,13770,9,Yes,12,No,4,2,28
No,225,iOS and Android,17535,27,5,Social media,99,5304,7,No,23,Yes,4,1,10
No,217,iOS and Android,48860,10,3,Financial,99,2642,1,No,11,No,3,0,1
Yes,,iOS,32655,19,3,Medical,57,2759,6,Yes,12,No,4,0,7
No,322,iOS,27125,15,3,Financial,47,6804,3,No,18,No,3,1,7
No,255,iOS and Android,33950,1,2,Medical,96,6142,3,No,11,No,4,0,10
No,,iOS and Android,22750,1,1,Medical,37,2500,1,No,14,No,4,1,5
No,292,iOS and Android,4935,1,3,Tour and Travel,44,6389,9,No,15,No,3,1,12
No,,iOS and Android,,1,3,Medical,81,11103,7,,11,No,3,0,30
No,300,iOS and Android,,1,1,Medical,86,2342,0,Yes,20,Yes,4,0,5
No,202,iOS and Android,34125,1,3,Medical,55,6811,8,No,19,No,1,0,9
No,217,iOS and Android,38150,10,3,Social media,83,2297,1,No,14,No,4,2,2
No,397,iOS and Android,12110,1,3,Financial,86,2450,2,No,17,No,4,0,19
No,262,ANDROID,42875,1,4,Financial,61,5093,2,No,11,No,1,1,16
No,240,iOS,15050,24,4,Financial,80,5309,1,No,15,No,4,2,10
No,285,iOS and Android,,1,5,Medical,92,3057,6,Yes,13,No,2,1,6
No,255,iOS and Android,5845,1,5,Financial,32,5121,3,No,14,No,3,1,7
No,,iOS and Android,21735,1,4,Social media,31,16856,1,No,11,No,1,0,34
Yes,247,iOS and Android,18445,1,4,Other,63,2686,1,Yes,13,No,3,0,10
No,187,iOS and Android,30905,26,1,Medical,32,6180,1,No,23,Yes,2,0,6
No,,iOS and Android,33390,1,2,Entertainment,46,6632,0,No,13,No,1,0,9
No,,iOS and Android,10850,10,1,Medical,79,3505,1,No,18,No,4,0,2
Yes,352,iOS,25165,27,2,Financial,77,6397,4,Yes,12,No,4,0,8
No,255,iOS and Android,10640,1,3,Other,60,6274,1,No,22,Yes,3,0,6
Yes,412,iOS and Android,25375,1,3,Medical,78,19859,5,Yes,13,No,4,1,24
No,270,ANDROID,50190,1,4,Financial,76,7587,1,No,15,No,2,0,10
No,,ANDROID,25025,19,4,Medical,41,4258,0,No,18,No,1,1,5
No,195,iOS,20125,1,2,Financial,71,4364,3,No,14,No,1,1,5
No,217,iOS and Android,22995,27,3,Medical,66,4335,4,No,12,No,1,1,11
Yes,195,iOS and Android,40110,1,3,Entertainment,38,5326,6,No,17,No,3,0,6
No,255,iOS and Android,6370,1,4,Financial,72,3280,2,No,16,No,3,0,10
No,405,iOS and Android,,19,4,,95,5485,9,Yes,11,No,2,2,9
No,202,iOS,29015,1,1,Social media,84,4342,0,,19,No,2,1,5
No,277,iOS and Android,19985,10,1,Financial,,2782,0,Yes,13,No,2,2,6
No,285,,8400,1,4,Financial,,5980,6,Yes,12,No,4,0,17
No,255,iOS and Android,4235,1,4,Medical,86,4381,1,No,11,No,3,0,6
No,262,iOS and Android,13440,1,4,Financial,72,2572,1,No,16,No,2,1,3
No,225,iOS and Android,32235,1,3,Financial,38,3833,3,No,21,Yes,3,2,7
No,300,iOS,27685,1,2,Medical,38,4244,1,No,24,Yes,4,1,8
No,255,iOS and Android,38885,1,2,Financial,93,6500,5,No,17,No,2,1,6
No,,iOS,19950,1,3,Financial,66,18430,1,No,13,No,2,1,24
Yes,,iOS and Android,43505,1,3,Financial,63,1601,1,Yes,21,Yes,3,2,1
No,180,ANDROID,38220,1,3,Financial,60,2694,1,No,11,No,3,3,1
No,,iOS and Android,46375,11,4,Financial,82,3149,8,No,20,Yes,2,1,9
No,375,iOS and Android,24185,1,3,Medical,64,17639,5,No,16,No,4,0,30
Yes,217,iOS and Android,28175,1,2,Financial,36,2319,1,Yes,11,No,4,1,1
No,247,iOS and Android,7455,1,3,Medical,49,11691,0,No,11,No,4,0,14
Yes,247,iOS and Android,4130,16,3,Social media,69,5324,5,No,15,No,3,0,6
No,352,iOS and Android,7070,1,2,Other,33,16752,1,Yes,11,No,3,1,26
No,270,iOS and Android,23660,1,3,Other,35,5228,0,No,15,No,1,1,10
No,217,iOS and Android,43820,23,2,Financial,81,2700,1,No,24,Yes,3,1,10
Yes,435,iOS and Android,,1,4,Financial,31,19246,7,Yes,12,No,4,0,40
No,262,iOS and Android,44030,1,4,Financial,40,2506,3,No,13,No,3,0,7
No,,iOS and Android,32620,1,2,Financial,43,6062,9,Yes,13,No,4,1,8
Yes,210,iOS and Android,31150,1,4,Medical,46,4382,6,No,17,No,4,0,5
No,270,iOS and Android,36435,13,3,Tour and Travel,36,2143,4,No,13,No,2,1,8
No,240,iOS and Android,,1,3,Financial,98,6162,1,,12,No,3,1,14
No,300,iOS,25200,16,4,Medical,51,5094,6,No,14,No,4,0,10
No,225,iOS and Android,33110,1,3,Medical,52,6877,5,Yes,24,Yes,2,0,12
No,,iOS and Android,8820,1,3,Financial,95,2274,1,No,14,No,4,0,1
No,,iOS and Android,32655,29,3,Financial,98,4434,1,No,13,No,4,1,10
No,285,iOS,16485,12,3,Financial,45,6288,2,No,15,No,3,1,13
No,255,iOS,24570,16,4,Financial,100,2553,1,No,16,No,3,0,6
Yes,367,iOS and Android,41440,11,3,Social media,43,7654,1,No,18,No,1,2,9
Yes,412,iOS and Android,15260,1,1,Medical,37,5160,4,No,16,No,3,0,12
No,322,iOS and Android,20615,14,2,Financial,94,17159,6,No,24,Yes,3,1,22
No,202,iOS and Android,9415,1,10,Entertainment,42,12808,1,Yes,16,No,2,1,9
No,262,iOS and Android,33250,1,3,Other,59,10221,3,No,21,Yes,2,0,17
No,210,iOS and Android,26600,1,4,Social media,81,4779,1,Yes,20,Yes,1,0,8
No,255,iOS and Android,29015,1,2,Tour and Travel,88,3737,0,No,19,No,3,1,4
Yes,195,iOS,31045,1,2,Medical,88,2366,1,Yes,14,No,1,1,8
No,202,ANDROID,15505,1,3,Medical,50,1706,1,No,11,No,3,3,0
No,382,iOS and Android,46130,26,4,Social media,66,16307,2,No,14,No,3,1,29
No,330,iOS and Android,21875,1,3,Medical,50,5933,9,No,12,No,4,0,10
No,187,iOS and Android,6300,1,1,Medical,65,3424,7,No,13,No,3,0,6
No,247,iOS and Android,20510,1,3,Medical,48,4037,1,No,22,Yes,1,1,9
No,262,iOS and Android,47005,27,1,Medical,53,2559,1,No,11,No,4,0,6
No,270,iOS and Android,32480,1,2,Financial,56,6201,1,Yes,14,No,4,1,18
No,240,iOS and Android,4095,13,4,Financial,73,4403,2,No,11,No,3,1,8
No,225,iOS,35420,1,4,Financial,75,3761,9,No,12,No,2,1,10
No,397,iOS and Android,23135,1,2,Social media,78,10934,7,Yes,18,No,4,1,35
No,,iOS and Android,32550,1,3,Social media,,10761,4,Yes,12,No,3,1,18
No,240,iOS and Android,22330,1,2,Medical,,5175,5,No,12,No,3,1,9
No,,iOS,31150,25,4,Medical,81,13826,3,No,22,Yes,3,0,31
No,277,iOS and Android,11970,16,4,Social media,66,6334,4,No,19,No,4,2,9
No,210,iOS and Android,40915,1,2,Medical,63,4936,1,No,13,No,4,1,6
No,165,iOS and Android,43050,1,2,Financial,33,4775,6,No,22,Yes,1,2,4
No,330,iOS and Android,34510,1,4,Financial,62,2818,2,Yes,24,Yes,3,1,10
No,,iOS,44485,1,1,Medical,35,2515,5,Yes,14,No,4,0,8
No,270,iOS and Android,44730,1,3,Financial,77,2342,0,No,21,Yes,3,0,6
No,187,iOS and Android,4935,1,1,Other,98,4194,1,Yes,18,No,4,0,5
No,262,iOS and Android,21245,1,3,Financial,66,10685,1,Yes,20,Yes,2,1,17
Yes,262,iOS,4550,25,4,Financial,96,2022,1,Yes,19,No,1,1,10
No,240,,10500,1,3,Financial,61,2314,0,No,12,No,2,1,4
No,187,iOS and Android,20405,1,1,Social media,87,4256,1,No,12,No,1,0,5
No,367,iOS and Android,49630,1,3,Entertainment,36,3580,2,No,16,No,2,1,7
No,180,ANDROID,44415,1,1,Financial,46,3162,0,No,17,No,4,0,6
No,240,iOS,13265,1,2,Financial,48,6524,1,No,14,No,4,1,10
No,285,iOS and Android,13825,1,3,Social media,98,2899,0,No,19,No,4,1,3
No,,iOS and Android,44275,1,3,Financial,95,5231,2,Yes,13,No,2,1,17
No,232,iOS and Android,42770,11,4,Financial,48,2356,3,Yes,19,No,2,1,8
Yes,217,iOS and Android,11935,1,3,Medical,48,2800,6,Yes,19,No,3,3,5
No,397,iOS and Android,30380,1,3,Social media,73,11836,5,No,14,No,3,1,28
No,262,iOS and Android,23520,25,3,Entertainment,78,10903,3,No,16,No,1,0,16
No,277,iOS,43085,21,2,Medical,54,2973,5,,15,No,2,1,10
No,397,iOS and Android,3570,23,4,Financial,72,14275,6,No,18,No,3,0,33
No,322,iOS,14770,1,3,Financial,33,5562,4,No,13,No,2,1,12
No,352,iOS and Android,8715,1,2,Social media,35,4537,0,Yes,22,Yes,1,1,8
No,277,ANDROID,43820,19,2,Medical,32,7642,1,Yes,13,No,4,0,10
No,375,ANDROID,30835,1,4,Financial,98,17924,1,No,11,No,4,1,31
No,292,iOS and Android,48405,1,3,Financial,42,5204,8,No,11,No,3,2,13
No,247,iOS and Android,37625,1,2,Tour and Travel,57,2277,3,Yes,11,No,3,1,7
Yes,240,iOS and Android,13090,25,4,Financial,87,2795,1,Yes,24,Yes,3,0,1
No,217,iOS and Android,38010,1,1,Medical,62,2532,6,No,14,No,3,3,8
No,330,iOS and Android,23135,1,2,Financial,61,2559,1,Yes,13,No,4,0,8
No,210,iOS and Android,28735,1,4,Medical,98,4908,1,No,14,No,2,0,4
Yes,435,iOS,27335,1,1,Financial,57,2380,9,Yes,14,No,4,1,3
No,322,iOS and Android,6195,1,3,Financial,55,4765,4,No,21,Yes,3,1,4
Yes,150,iOS and Android,17500,1,3,Medical,49,2044,1,No,13,No,4,0,2
Yes,157,iOS and Android,49945,18,1,Other,65,2693,1,No,19,No,1,0,1
No,270,iOS and Android,49875,14,1,Financial,68,6586,0,Yes,17,No,1,1,17
